Review,date,Author,Location
"The Galle Dutch fort was built in 1588 by Portuguese, followed by an extensive fortification by Dutch in 1649. This is a prominent venue with a great archaeological and architectural value and thus, has become a major point of interest for both local and foreign tourists. Today, it houses a number of restaurants, department stores and other commercial buildings.",2018/08/16,Vachintha,"Colombo, Sri Lanka"
Climbed little Adams peak before we did nine arch bridge in mid morning. It's a relatively easy 45 minute walk with steps most of the way and only the last 15 minutes or so a little more challenging although we saw families with children and carrying a baby on back. We scored a great day as apparently yesterday was miserable and rainy.,2018/08/16,Lredman,"Ulverstone, Australia"
"I left Mirissa until last on our trip as it was supposed to be so lovely, no one said it looked how it does. Please be warned that most beach bars and restaurants have been squashed by the government and the remains are just left there, lots of bulldozed buildings remain; lots of rubble. I’m so disappointed that we are staying here the longest and had high hopes. Please go elsewhere or just stay a night or two. There’s a few restaurants remaining but the beach is a mess in parts ☹️",2018/08/16,s100phy,"Unawatuna, Sri Lanka"
Pretty interesting temple.  Very lively in the evening.  It was the first temple we went to in Sri Lanka.  I think there are more interesting ones elsewhere.,2018/08/16,joemet,"Woking, United Kingdom"
"We visited in March when the city was in a degree of turmoil, so perhaps the queues were not too great. We had a guide and so learned a lot more about the history than perhaps we would have done alone. It is an atmospheric temple with many parts to see and gives a feel for the culture of the country.",2018/08/16,CED,"Hayling Island, United Kingdom"
For almost 10 usd we found that it was expensive (but such are other attractions in Sri Lanka). Anyway it is a nice place for a walk in the area outside which is free.,2018/08/16,Bruno P,
Do go at 8.30 am or 6.30pm when they have the drummers drumming you in. It made all the difference to the experience,2018/08/16,HillTopBanter,"Newbury, United Kingdom"
"Having traveled a lot thru Asia we fond most of the temples somewhat disappointing. This one was the most memorable, hard to say why, to be honest.",2018/08/16,DJ_180961,"Zaltbommel, The Netherlands"
"Temple is quite beautiful in many places and the entrance fee is reasonable (1500 for US citizens). Very crowded with those visiting the temple for religious purposes.Main drawback was that a tour guide followed us giving us little choice in whether we wanted a tour. We asked the price and were told it was a “free tour, can choose to make donation”. However, the guide asked for more money when we made the donation we decided on (1000 rupees). So be wary of these guides should they attach on to your group.",2018/08/16,Don H,
"Unlike most temples, this is a combination of temple, education centre and museum - with some wonderful, if in need of attention, old vehicles on display in a rather dingy area at the rear of the building. There's also a beautiful Bodhi tree in the centre of the temple (there were a couple having their wedding photos taken by the tree when I was there) and an interesting display of jewellery and other items in yet another area.Entry fee is R300 and you must remove your shoes (and have your knees covered) before entering the temple - your ticket will also give you entry to the nearby Seema Malaka Meditation Centre.",2018/08/16,Melinda B,"Melbourne, Australia"
"I'm not sure where it all comes from, via the sea to the North of the lagoon, or more locally, but it shamed me to experience it.The lagoon was beautiful and could be again.We were alongside a group of Chinese visitors feeding monkeys on Kakkaduwa Conservation forest (!!!) Where a local guide amused them by throwing a plastic water bottle for the monkeys to open.The lid was discarded and we didn't wait to see if the bottle was recovered.The monkey's looked depressed, and so was I having witnessed this.I know I'm just another ""middle class tourist"", but this was the worst I've seen during 6 weeks in Asia and it made my jaded heart sink a little further.Somebody please take care of this beautiful location and restore it to what it should be.",2018/08/15,allanf556,
one and half hours to climb to the top where the view is absolutely stunning. Highly recommended for all travelling to Sri Lanka,2018/08/15,Sam l,United Kingdom
"We decided to visit Lion rock after much debate and being told that Pedingula (probably spelt wrong!) was better as it is only 500 rupees.Lion rock is around $30/ 4,800 rupees but we decided to go for it as we were only there once and it was a little safer to do as we were doing a sunset climb. We walked through the museum first - nothing special.The rock however is a different story.. the climb itself is really not too strenuous and will take those who are generally fit around 40/60 minutes to climb even with a little rest in between. The most strenuous part is at the bottom, the first descent up the steep steps! Once you reach the top, WOW! We actually decided to reach the top around 5pm and it was the best thing we could have done.You need all the time you can to truly appreciate the views on offer, especially on the left side when you first climb up, picturesque mountains and an amazing lake.. the picture will never leave me! I have attached the photo!I actually think this view alone offered better views than the other rock as we could see three of the sides of the other rock but I could be wrong and if we had more time we would have done both! Unfortunately for us the clouds were in the way of the sunset but we were thrilled with the trip! It is worth taking a torch with you on your way down if you are doing the sunset as it gets dark really quickly along with some deet spray of course!",2018/08/15,danielpW6686ZJ,"Croydon, United Kingdom"
